country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-25,-17,1,224,-25,-6,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-26,-8,1,344,-29,-6,-2
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-27,0,12,279,-36,-34,4
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-28,-3,11,,-36,-33,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-29,3,19,268,-38,-32,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-30,5,23,261,-38,-33,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-07-31,-5,15,266,-34,-36,3
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-01,-17,3,323,-31,-9,-1
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-02,-10,-2,,-35,-8,-3
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-03,-13,-5,373,-54,-71,9
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-04,-1,11,231,-37,-35,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-05,4,17,278,-35,-33,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-06,4,17,293,-37,-34,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-07,-9,5,186,-36,-33,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-08,-13,1,240,-30,-5,1
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-09,-7,-1,243,-31,-6,-1
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-10,2,8,227,-40,-33,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-11,-2,5,,-37,-32,5
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-12,-4,8,203,-39,-31,6
CA,Canada,Saskatchewan,,,CA-SK,,2020-08-13,1,14,247,-38,-32,5
